station,valid,tmpf,p01i,sknt
SJC,2017-06-13 11:53,72.00,0.00,8.00
SJC,2017-06-13 12:53,75.00,0.00,9.00
SJC,2017-06-13 13:53,77.00,0.00,12.00
SJC,2017-06-13 14:53,77.00,0.00,12.00
SJC,2017-06-13 15:53,77.00,0.00,16.00
SJC,2017-06-13 16:53,76.00,0.00,15.00
SJC,2017-06-13 17:53,73.00,0.00,16.00
SJC,2017-06-13 18:53,70.00,0.00,16.00
SJC,2017-06-13 19:53,65.00,0.00,10.00
SJC,2017-06-13 20:53,62.00,0.00,11.00
SJC,2017-06-13 21:53,60.00,0.00,6.00
SJC,2017-06-13 22:53,59.00,0.00,3.00
SJC,2017-06-13 23:53,58.00,0.00,4.00
SJC,2017-06-14 00:53,58.00,0.00,3.00
SJC,2017-06-14 01:53,59.00,0.00,0.00
SJC,2017-06-14 02:53,58.00,0.00,0.00
SJC,2017-06-14 03:53,56.00,0.00,0.00
SJC,2017-06-14 04:53,55.00,0.00,5.00
SJC,2017-06-14 05:53,56.00,0.00,3.00
SJC,2017-06-14 06:53,58.00,0.00,0.00
SJC,2017-06-14 07:53,61.00,0.00,4.00
SJC,2017-06-14 08:53,64.00,0.00,0.00
SJC,2017-06-14 09:53,68.00,0.00,5.00
SJC,2017-06-14 10:53,71.00,0.00,6.00
SJC,2017-06-14 11:53,75.00,0.00,8.00
SJC,2017-06-14 12:53,79.00,0.00,10.00
SJC,2017-06-14 13:53,80.00,0.00,11.00
SJC,2017-06-14 14:53,83.00,0.00,12.00
SJC,2017-06-14 15:53,80.00,0.00,16.00
SJC,2017-06-14 16:53,78.00,0.00,19.00
SJC,2017-06-14 17:53,75.00,0.00,16.00
SJC,2017-06-14 18:53,73.00,0.00,12.00
SJC,2017-06-14 19:53,68.00,0.00,11.00
SJC,2017-06-14 20:53,65.00,0.00,8.00
SJC,2017-06-14 21:53,63.00,0.00,7.00
SJC,2017-06-14 22:53,61.00,0.00,8.00
SJC,2017-06-14 23:53,60.00,0.00,8.00
SJC,2017-06-15 00:53,58.00,0.00,6.00
SJC,2017-06-15 01:53,57.00,0.00,4.00
SJC,2017-06-15 02:53,57.00,0.00,0.00
SJC,2017-06-15 03:53,55.00,0.00,3.00
SJC,2017-06-15 04:53,56.00,0.00,3.00
SJC,2017-06-15 05:53,56.00,0.00,0.00
SJC,2017-06-15 06:53,58.00,0.00,5.00
SJC,2017-06-15 07:53,61.00,0.00,5.00
SJC,2017-06-15 08:53,64.00,0.00,3.00
SJC,2017-06-15 09:53,67.00,0.00,6.00
SJC,2017-06-15 10:53,71.00,0.00,6.00
SJC,2017-06-15 11:53,74.00,0.00,5.00
SJC,2017-06-15 12:53,76.00,0.00,11.00
SJC,2017-06-15 13:53,80.00,0.00,12.00
SJC,2017-06-15 14:53,79.00,0.00,13.00
SJC,2017-06-15 15:53,79.00,0.00,17.00
SJC,2017-06-15 16:53,78.00,0.00,18.00
SJC,2017-06-15 17:53,78.00,0.00,13.00
SJC,2017-06-15 18:53,76.00,0.00,15.00
SJC,2017-06-15 19:53,72.00,0.00,11.00
SJC,2017-06-15 20:53,69.00,0.00,10.00
SJC,2017-06-15 21:53,68.00,0.00,8.00
SJC,2017-06-15 22:53,66.00,0.00,9.00
SJC,2017-06-15 23:53,64.00,0.00,6.00
SJC,2017-06-16 00:53,63.00,0.00,4.00
SJC,2017-06-16 01:53,63.00,0.00,3.00
SJC,2017-06-16 02:53,64.00,0.00,0.00
SJC,2017-06-16 03:53,64.00,0.00,0.00
SJC,2017-06-16 04:53,63.00,0.00,3.00
SJC,2017-06-16 05:53,63.00,0.00,0.00
SJC,2017-06-16 06:53,65.00,0.00,3.00
SJC,2017-06-16 07:53,68.00,0.00,0.00
SJC,2017-06-16 08:53,72.00,0.00,5.00
SJC,2017-06-16 09:53,75.00,0.00,5.00
SJC,2017-06-16 10:53,78.00,0.00,6.00
SJC,2017-06-16 11:53,82.00,0.00,8.00
SJC,2017-06-16 12:53,83.00,0.00,13.00
SJC,2017-06-16 13:53,86.00,0.00,13.00
SJC,2017-06-16 14:53,87.00,0.00,13.00
SJC,2017-06-16 15:53,85.00,0.00,14.00
SJC,2017-06-16 16:53,83.00,0.00,12.00
SJC,2017-06-16 17:53,80.00,0.00,12.00
SJC,2017-06-16 18:53,78.00,0.00,13.00
SJC,2017-06-16 19:53,76.00,0.00,9.00
SJC,2017-06-16 20:53,73.00,0.00,7.00
SJC,2017-06-16 21:53,71.00,0.00,8.00
SJC,2017-06-16 22:53,69.00,0.00,5.00
SJC,2017-06-16 23:53,67.00,0.00,4.00
SJC,2017-06-17 00:53,65.00,0.00,5.00
SJC,2017-06-17 01:53,65.00,0.00,4.00
SJC,2017-06-17 02:53,63.00,0.00,5.00
SJC,2017-06-17 03:53,62.00,0.00,3.00
SJC,2017-06-17 04:53,63.00,0.00,3.00
SJC,2017-06-17 05:53,62.00,0.00,4.00
SJC,2017-06-17 06:53,64.00,0.00,4.00
SJC,2017-06-17 07:53,67.00,0.00,4.00
SJC,2017-06-17 08:53,71.00,0.00,5.00
SJC,2017-06-17 09:53,74.00,0.00,5.00
SJC,2017-06-17 10:53,78.00,0.00,5.00
SJC,2017-06-17 11:53,80.00,0.00,6.00
SJC,2017-06-17 12:53,84.00,0.00,7.00
SJC,2017-06-17 13:53,86.00,0.00,9.00
SJC,2017-06-17 14:53,87.00,0.00,15.00
SJC,2017-06-17 15:53,88.00,0.00,12.00
SJC,2017-06-17 16:53,88.00,0.00,12.00
SJC,2017-06-17 17:53,87.00,0.00,9.00
SJC,2017-06-17 18:53,86.00,0.00,10.00
SJC,2017-06-17 19:53,81.00,0.00,7.00
SJC,2017-06-17 20:53,77.00,0.00,6.00
SJC,2017-06-17 21:53,73.00,0.00,6.00
SJC,2017-06-17 22:53,73.00,0.00,0.00
SJC,2017-06-17 23:53,74.00,0.00,0.00
SJC,2017-06-18 00:53,74.00,0.00,0.00
SJC,2017-06-18 01:53,72.00,0.00,3.00
SJC,2017-06-18 02:53,71.00,0.00,0.00
SJC,2017-06-18 03:53,71.00,0.00,3.00
SJC,2017-06-18 04:53,72.00,0.00,0.00
SJC,2017-06-18 05:53,71.00,0.00,0.00
SJC,2017-06-18 06:53,74.00,0.00,3.00
SJC,2017-06-18 07:53,76.00,0.00,3.00
SJC,2017-06-18 08:53,81.00,0.00,0.00
SJC,2017-06-18 09:53,85.00,0.00,0.00
SJC,2017-06-18 10:53,91.00,0.00,4.00
SJC,2017-06-18 11:53,94.00,0.00,0.00
SJC,2017-06-18 12:53,98.00,0.00,5.00
SJC,2017-06-18 13:53,100.00,0.00,5.00
SJC,2017-06-18 14:53,101.00,0.00,3.00
SJC,2017-06-18 15:53,102.00,0.00,6.00
SJC,2017-06-18 16:53,99.00,0.00,12.00
SJC,2017-06-18 17:53,94.00,0.00,14.00
SJC,2017-06-18 18:53,92.00,0.00,15.00
SJC,2017-06-18 19:53,89.00,0.00,8.00
SJC,2017-06-18 20:53,84.00,0.00,7.00
SJC,2017-06-18 21:53,82.00,0.00,5.00
SJC,2017-06-18 22:53,81.00,0.00,4.00
SJC,2017-06-18 23:53,77.00,0.00,4.00
SJC,2017-06-19 00:53,78.00,0.00,4.00
SJC,2017-06-19 01:53,75.00,0.00,7.00
SJC,2017-06-19 02:53,74.00,0.00,7.00
SJC,2017-06-19 03:53,73.00,0.00,4.00
SJC,2017-06-19 04:53,72.00,0.00,4.00
SJC,2017-06-19 05:53,71.00,0.00,5.00
SJC,2017-06-19 06:53,72.00,0.00,5.00
SJC,2017-06-19 07:53,75.00,0.00,5.00
SJC,2017-06-19 08:53,78.00,0.00,0.00
SJC,2017-06-19 09:53,84.00,0.00,7.00
SJC,2017-06-19 10:53,88.00,0.00,0.00
SJC,2017-06-19 11:53,92.00,0.00,7.00
SJC,2017-06-19 12:53,93.00,0.00,5.00
SJC,2017-06-19 13:53,89.00,0.00,13.00
SJC,2017-06-19 14:53,89.00,0.00,13.00
SJC,2017-06-19 15:53,91.00,0.00,12.00
SJC,2017-06-19 16:53,89.00,0.00,10.00
SJC,2017-06-19 17:53,84.00,0.00,14.00
SJC,2017-06-19 18:53,81.00,0.00,10.00
SJC,2017-06-19 19:53,76.00,0.00,10.00
SJC,2017-06-19 20:53,71.00,0.00,5.00
SJC,2017-06-19 21:53,70.00,0.00,0.00
SJC,2017-06-19 22:53,69.00,0.00,4.00
SJC,2017-06-19 23:53,70.00,0.00,0.00
SJC,2017-06-20 00:53,68.00,0.00,6.00
SJC,2017-06-20 01:53,66.00,0.00,7.00
SJC,2017-06-20 02:53,66.00,0.00,5.00
SJC,2017-06-20 03:53,64.00,0.00,4.00
SJC,2017-06-20 04:53,65.00,0.00,0.00
SJC,2017-06-20 05:53,64.00,0.00,4.00
SJC,2017-06-20 06:53,67.00,0.00,5.00
SJC,2017-06-20 07:53,68.00,0.00,4.00
SJC,2017-06-20 08:53,70.00,0.00,4.00
SJC,2017-06-20 09:53,74.00,0.00,0.00
SJC,2017-06-20 10:53,82.00,0.00,5.00
SJC,2017-06-20 11:53,86.00,0.00,7.00
SJC,2017-06-20 12:53,87.00,0.00,9.00
SJC,2017-06-20 13:53,85.00,0.00,10.00
SJC,2017-06-20 14:53,86.00,0.00,13.00
SJC,2017-06-20 15:53,85.00,0.00,13.00
SJC,2017-06-20 16:53,82.00,0.00,13.00
SJC,2017-06-20 17:53,79.00,0.00,11.00
SJC,2017-06-20 18:53,75.00,0.00,11.00
SJC,2017-06-20 19:53,70.00,0.00,8.00
SJC,2017-06-20 20:53,66.00,0.00,10.00
SJC,2017-06-20 21:53,65.00,0.00,9.00
SJC,2017-06-20 22:53,63.00,0.00,6.00
SJC,2017-06-20 23:53,62.00,0.00,5.00
SJC,2017-06-21 00:53,61.00,0.00,4.00
SJC,2017-06-21 01:53,61.00,0.00,3.00
SJC,2017-06-21 02:53,60.00,0.00,3.00
SJC,2017-06-21 03:53,60.00,0.00,0.00
SJC,2017-06-21 04:53,60.00,0.00,6.00
SJC,2017-06-21 05:53,59.00,0.00,7.00
SJC,2017-06-21 06:53,60.00,0.00,7.00
SJC,2017-06-21 07:53,63.00,0.00,5.00
SJC,2017-06-21 08:53,66.00,0.00,5.00
SJC,2017-06-21 09:53,69.00,0.00,0.00
SJC,2017-06-21 10:53,75.00,0.00,6.00
SJC,2017-06-21 11:53,80.00,0.00,0.00
SJC,2017-06-21 12:53,85.00,0.00,0.00
SJC,2017-06-21 13:53,89.00,0.00,4.00
SJC,2017-06-21 14:53,91.00,0.00,8.00
SJC,2017-06-21 15:53,85.00,0.00,12.00
SJC,2017-06-21 16:53,85.00,0.00,16.00
SJC,2017-06-21 17:53,85.00,0.00,12.00
SJC,2017-06-21 18:53,84.00,0.00,7.00
SJC,2017-06-21 19:53,81.00,0.00,5.00
SJC,2017-06-21 20:53,77.00,0.00,5.00
SJC,2017-06-21 21:53,77.00,0.00,5.00
SJC,2017-06-21 22:53,73.00,0.00,3.00
SJC,2017-06-21 23:53,75.00,0.00,0.00
SJC,2017-06-22 00:53,73.00,0.00,0.00
SJC,2017-06-22 01:53,73.00,0.00,3.00
SJC,2017-06-22 02:53,69.00,0.00,5.00
SJC,2017-06-22 03:53,69.00,0.00,0.00
SJC,2017-06-22 04:53,70.00,0.00,0.00
SJC,2017-06-22 05:53,68.00,0.00,5.00
SJC,2017-06-22 06:53,71.00,0.00,0.00
SJC,2017-06-22 07:53,75.00,0.00,3.00
SJC,2017-06-22 08:53,80.00,0.00,0.00
SJC,2017-06-22 09:53,82.00,0.00,0.00
SJC,2017-06-22 10:53,88.00,0.00,0.00
SJC,2017-06-22 11:53,93.00,0.00,4.00
SJC,2017-06-22 12:53,95.00,0.00,7.00
SJC,2017-06-22 13:53,94.00,0.00,9.00
SJC,2017-06-22 14:53,95.00,0.00,10.00
SJC,2017-06-22 15:53,91.00,0.00,11.00
SJC,2017-06-22 16:53,88.00,0.00,11.00
SJC,2017-06-22 17:53,84.00,0.00,12.00
SJC,2017-06-22 18:53,80.00,0.00,11.00
SJC,2017-06-22 19:53,77.00,0.00,11.00
SJC,2017-06-22 20:53,73.00,0.00,7.00
SJC,2017-06-22 21:53,70.00,0.00,7.00
SJC,2017-06-22 22:53,68.00,0.00,4.00
SJC,2017-06-22 23:53,68.00,0.00,3.00
SJC,2017-06-23 00:53,69.00,0.00,0.00
SJC,2017-06-23 01:53,66.00,0.00,6.00
SJC,2017-06-23 02:53,66.00,0.00,6.00
SJC,2017-06-23 03:53,64.00,0.00,5.00
SJC,2017-06-23 04:53,63.00,0.00,4.00
SJC,2017-06-23 05:53,63.00,0.00,6.00
SJC,2017-06-23 06:53,63.00,0.00,0.00
SJC,2017-06-23 07:53,66.00,0.00,0.00
SJC,2017-06-23 08:53,69.00,0.00,5.00
SJC,2017-06-23 09:53,72.00,0.00,3.00
SJC,2017-06-23 10:53,76.00,0.00,6.00
SJC,2017-06-23 11:53,80.00,0.00,5.00
SJC,2017-06-23 12:53,81.00,0.00,8.00
SJC,2017-06-23 13:53,82.00,0.00,8.00
SJC,2017-06-23 14:53,81.00,0.00,11.00
SJC,2017-06-23 15:53,80.00,0.00,13.00
SJC,2017-06-23 16:53,78.00,0.00,12.00
SJC,2017-06-23 17:53,76.00,0.00,11.00
SJC,2017-06-23 18:53,74.00,0.00,10.00
SJC,2017-06-23 19:53,71.00,0.00,10.00
SJC,2017-06-23 20:53,67.00,0.00,11.00
SJC,2017-06-23 21:53,65.00,0.00,9.00
SJC,2017-06-23 22:53,64.00,0.00,8.00
SJC,2017-06-23 23:53,63.00,0.00,7.00
SJC,2017-06-24 00:53,62.00,0.00,6.00
SJC,2017-06-24 01:25,62.00,0.00,5.00
SJC,2017-06-24 01:53,62.00,0.00,5.00
SJC,2017-06-24 02:53,63.00,0.00,4.00
SJC,2017-06-24 03:06,63.00,0.00,3.00
SJC,2017-06-24 03:53,63.00,0.00,4.00
SJC,2017-06-24 04:53,63.00,0.00,3.00
SJC,2017-06-24 05:31,63.00,0.00,0.00
SJC,2017-06-24 05:53,63.00,0.00,0.00
SJC,2017-06-24 06:53,64.00,0.00,0.00
SJC,2017-06-24 07:53,64.00,0.00,0.00
SJC,2017-06-24 08:53,65.00,0.00,3.00
SJC,2017-06-24 09:32,65.00,0.00,3.00
SJC,2017-06-24 09:53,66.00,0.00,5.00
SJC,2017-06-24 10:29,68.00,0.00,0.00
SJC,2017-06-24 10:53,69.00,0.00,3.00
SJC,2017-06-24 11:53,72.00,0.00,3.00
SJC,2017-06-24 12:53,75.00,0.00,6.00
SJC,2017-06-24 13:53,77.00,0.00,9.00
SJC,2017-06-24 14:53,77.00,0.00,11.00
SJC,2017-06-24 15:53,75.00,0.00,12.00
SJC,2017-06-24 16:53,73.00,0.00,8.00
SJC,2017-06-24 17:53,72.00,0.00,9.00
SJC,2017-06-24 18:53,70.00,0.00,10.00
SJC,2017-06-24 19:53,67.00,0.00,8.00
SJC,2017-06-24 20:53,65.00,0.00,9.00
SJC,2017-06-24 21:53,63.00,0.00,9.00
SJC,2017-06-24 22:53,62.00,0.00,7.00
SJC,2017-06-24 23:53,62.00,0.00,8.00
SJC,2017-06-25 00:53,62.00,0.00,3.00
SJC,2017-06-25 01:53,62.00,0.00,4.00
SJC,2017-06-25 02:53,62.00,0.00,5.00
SJC,2017-06-25 03:53,61.00,0.00,4.00
SJC,2017-06-25 04:53,61.00,0.00,4.00
SJC,2017-06-25 05:32,61.00,0.00,3.00
SJC,2017-06-25 05:53,61.00,0.00,4.00
SJC,2017-06-25 06:53,61.00,0.00,4.00
SJC,2017-06-25 07:53,62.00,0.00,4.00
SJC,2017-06-25 08:53,63.00,0.00,3.00
SJC,2017-06-25 09:53,65.00,0.00,5.00
SJC,2017-06-25 10:22,65.00,0.00,7.00
SJC,2017-06-25 10:53,68.00,0.00,7.00
SJC,2017-06-25 11:53,70.00,0.00,5.00
SJC,2017-06-25 12:53,71.00,0.00,10.00
SJC,2017-06-25 13:53,72.00,0.00,10.00
SJC,2017-06-25 14:53,73.00,0.00,9.00
SJC,2017-06-25 15:53,73.00,0.00,11.00
SJC,2017-06-25 16:53,72.00,0.00,10.00
SJC,2017-06-25 17:53,71.00,0.00,12.00
SJC,2017-06-25 18:53,69.00,0.00,15.00
SJC,2017-06-25 19:53,66.00,0.00,12.00
SJC,2017-06-25 20:53,63.00,0.00,11.00
SJC,2017-06-25 21:53,62.00,0.00,7.00
SJC,2017-06-25 22:53,62.00,0.00,5.00
SJC,2017-06-25 23:53,62.00,0.00,3.00
SJC,2017-06-26 00:53,62.00,0.00,4.00
SJC,2017-06-26 01:53,61.00,0.00,4.00
SJC,2017-06-26 02:36,61.00,0.00,5.00
SJC,2017-06-26 02:53,61.00,0.00,5.00
SJC,2017-06-26 03:53,61.00,0.00,7.00
SJC,2017-06-26 04:53,61.00,0.00,6.00
SJC,2017-06-26 05:53,61.00,0.00,3.00
SJC,2017-06-26 06:53,62.00,0.00,6.00
SJC,2017-06-26 07:53,64.00,0.00,3.00
SJC,2017-06-26 08:53,65.00,0.00,4.00
SJC,2017-06-26 09:53,68.00,0.00,5.00
SJC,2017-06-26 10:53,71.00,0.00,7.00
SJC,2017-06-26 11:53,72.00,0.00,9.00
SJC,2017-06-26 12:53,73.00,0.00,9.00
SJC,2017-06-26 13:53,74.00,0.00,8.00
SJC,2017-06-26 14:53,76.00,0.00,12.00
SJC,2017-06-26 15:53,75.00,0.00,11.00
SJC,2017-06-26 16:53,74.00,0.00,13.00
SJC,2017-06-26 17:53,72.00,0.00,15.00
SJC,2017-06-26 18:53,71.00,0.00,14.00
SJC,2017-06-26 19:53,68.00,0.00,14.00
SJC,2017-06-26 20:53,65.00,0.00,12.00
SJC,2017-06-26 21:53,64.00,0.00,12.00
SJC,2017-06-26 22:53,62.00,0.00,9.00
SJC,2017-06-26 23:53,62.00,0.00,7.00
SJC,2017-06-27 00:06,62.00,0.00,6.00
SJC,2017-06-27 00:53,62.00,0.00,8.00
SJC,2017-06-27 01:53,62.00,0.00,7.00
SJC,2017-06-27 02:10,62.00,0.00,6.00
SJC,2017-06-27 02:53,62.00,0.00,7.00
SJC,2017-06-27 03:17,62.00,0.00,6.00
SJC,2017-06-27 03:53,62.00,0.00,4.00
SJC,2017-06-27 04:53,62.00,0.00,4.00
SJC,2017-06-27 05:53,62.00,0.00,10.00
SJC,2017-06-27 06:53,61.00,0.00,8.00
SJC,2017-06-27 07:53,61.00,0.00,6.00
SJC,2017-06-27 08:53,63.00,0.00,6.00
SJC,2017-06-27 09:53,66.00,0.00,7.00
SJC,2017-06-27 10:53,67.00,0.00,0.00
SJC,2017-06-27 11:53,70.00,0.00,3.00
SJC,2017-06-27 12:53,72.00,0.00,10.00
SJC,2017-06-27 13:53,73.00,0.00,12.00
SJC,2017-06-27 14:53,73.00,0.00,13.00
SJC,2017-06-27 15:53,72.00,0.00,13.00
SJC,2017-06-27 16:53,71.00,0.00,12.00
SJC,2017-06-27 17:53,70.00,0.00,12.00
SJC,2017-06-27 18:53,67.00,0.00,14.00
SJC,2017-06-27 19:53,63.00,0.00,13.00
SJC,2017-06-27 20:53,61.00,0.00,11.00
SJC,2017-06-27 21:25,60.00,0.00,10.00
SJC,2017-06-27 21:53,61.00,0.00,6.00
SJC,2017-06-27 22:53,61.00,0.00,6.00
SJC,2017-06-27 23:53,60.00,0.00,8.00
SJC,2017-06-28 00:53,60.00,0.00,5.00
SJC,2017-06-28 01:21,61.00,0.00,7.00
SJC,2017-06-28 01:53,60.00,0.00,5.00
SJC,2017-06-28 02:53,60.00,0.00,4.00
SJC,2017-06-28 03:53,60.00,0.00,4.00
SJC,2017-06-28 04:53,60.00,0.00,0.00
SJC,2017-06-28 05:53,60.00,0.00,0.00
SJC,2017-06-28 06:53,61.00,0.00,4.00
SJC,2017-06-28 07:53,62.00,0.00,4.00
SJC,2017-06-28 08:53,64.00,0.00,5.00
SJC,2017-06-28 09:53,67.00,0.00,0.00
SJC,2017-06-28 10:53,71.00,0.00,3.00
SJC,2017-06-28 11:53,73.00,0.00,0.00
SJC,2017-06-28 12:53,75.00,0.00,7.00
SJC,2017-06-28 13:53,74.00,0.00,10.00
SJC,2017-06-28 14:53,74.00,0.00,9.00
SJC,2017-06-28 15:53,74.00,0.00,9.00
SJC,2017-06-28 16:53,72.00,0.00,12.00
SJC,2017-06-28 17:53,71.00,0.00,11.00
SJC,2017-06-28 18:53,69.00,0.00,10.00
SJC,2017-06-28 19:53,66.00,0.00,11.00
SJC,2017-06-28 20:53,62.00,0.00,9.00
SJC,2017-06-28 21:53,61.00,0.00,9.00
SJC,2017-06-28 22:53,60.00,0.00,6.00
SJC,2017-06-28 23:53,59.00,0.00,5.00
SJC,2017-06-29 00:53,58.00,0.00,3.00
SJC,2017-06-29 01:53,59.00,0.00,0.00
SJC,2017-06-29 02:53,59.00,0.00,0.00
SJC,2017-06-29 03:53,59.00,0.00,3.00
SJC,2017-06-29 04:53,59.00,0.00,0.00
SJC,2017-06-29 05:53,60.00,0.00,0.00
SJC,2017-06-29 06:53,60.00,0.00,7.00
SJC,2017-06-29 07:53,60.00,0.00,6.00
SJC,2017-06-29 08:53,61.00,0.00,6.00
SJC,2017-06-29 09:45,63.00,0.00,0.00
SJC,2017-06-29 09:53,65.00,0.00,4.00
SJC,2017-06-29 10:53,69.00,0.00,4.00
SJC,2017-06-29 11:53,72.00,0.00,3.00
SJC,2017-06-29 12:53,74.00,0.00,5.00
SJC,2017-06-29 13:53,73.00,0.00,9.00
SJC,2017-06-29 14:53,75.00,0.00,11.00
SJC,2017-06-29 15:53,74.00,0.00,10.00
SJC,2017-06-29 16:22,73.00,0.00,14.00
SJC,2017-06-29 16:53,72.00,0.00,11.00
SJC,2017-06-29 17:53,69.00,0.00,14.00
SJC,2017-06-29 18:53,66.00,0.00,13.00
SJC,2017-06-29 19:53,63.00,0.00,13.00
SJC,2017-06-29 20:53,60.00,0.00,10.00
SJC,2017-06-29 21:53,59.00,0.00,9.00
SJC,2017-06-29 22:53,58.00,0.00,4.00
SJC,2017-06-29 23:34,58.00,0.00,4.00
SJC,2017-06-29 23:53,59.00,0.00,4.00
SJC,2017-06-30 00:53,59.00,0.00,3.00
SJC,2017-06-30 01:53,58.00,0.00,3.00
SJC,2017-06-30 02:53,59.00,0.00,0.00
SJC,2017-06-30 03:53,59.00,0.00,3.00
SJC,2017-06-30 04:01,59.00,0.00,0.00
SJC,2017-06-30 04:53,59.00,0.00,3.00
SJC,2017-06-30 05:53,59.00,0.00,0.00
SJC,2017-06-30 06:53,59.00,0.00,3.00
SJC,2017-06-30 07:53,60.00,0.00,5.00
SJC,2017-06-30 08:53,63.00,0.00,4.00
SJC,2017-06-30 09:19,64.00,0.00,0.00
SJC,2017-06-30 09:53,66.00,0.00,4.00
SJC,2017-06-30 10:53,68.00,0.00,7.00
SJC,2017-06-30 11:53,71.00,0.00,0.00
SJC,2017-06-30 12:53,71.00,0.00,6.00
SJC,2017-06-30 13:53,73.00,0.00,10.00
SJC,2017-06-30 14:53,72.00,0.00,12.00
SJC,2017-06-30 15:53,71.00,0.00,14.00
SJC,2017-06-30 16:53,71.00,0.00,11.00
SJC,2017-06-30 17:53,71.00,0.00,10.00
SJC,2017-06-30 18:53,68.00,0.00,12.00
SJC,2017-06-30 19:53,65.00,0.00,12.00
SJC,2017-06-30 20:53,62.00,0.00,7.00
SJC,2017-06-30 21:53,61.00,0.00,5.00
SJC,2017-06-30 22:53,59.00,0.00,6.00
SJC,2017-06-30 23:53,59.00,0.00,6.00
